node_type,timestamp,power
gpu,1775948400000,107789.87818599996
gpu,1775952000000,109966.66326400002
gpu,1775955600000,113207.34269399998
gpu,1775959200000,117762.76992100006
gpu,1775962800000,114935.53845100007
gpu,1775966400000,116624.14445800001
gpu,1775970000000,117645.67027900001
gpu,1775973600000,115244.52872299997
gpu,1775977200000,115700.14439400003
gpu,1775980800000,103361.42362799999
gpu,1775984400000,102836.508843
gpu,1775988000000,108009.65241699999
gpu,1775991600000,105470.26930499997
gpu,1775995200000,103500.09792
gpu,1775998800000,93297.54390199999
gpu,1776002400000,90754.96086599998
gpu,1776006000000,98591.61131099994
gpu,1776009600000,101472.85897799997
gpu,1776013200000,91816.89419500006
gpu,1776016800000,98175.40205
gpu,1776020400000,108046.14172799994
gpu,1776024000000,102241.98109200003
gpu,1776027600000,109393.177445
gpu,1776031200000,106771.38973899999
gpu,1776034800000,99207.80201699998
gpu,1776038400000,101242.64609300003
gpu,1776042000000,99906.353855
gpu,1776045600000,112470.02206599995
gpu,1776049200000,116013.57653399998
gpu,1776052800000,114739.069161
gpu,1776056400000,111697.07883200001
gpu,1776060000000,120511.93238000004
gpu,1776063600000,130138.56145400001
gpu,1776067200000,111308.72545399998
gpu,1776070800000,119284.06138699998
gpu,1776074400000,99805.174469
gpu,1776078000000,107585.54806399997
gpu,1776081600000,105133.82202499997
gpu,1776085200000,97660.58405800002
gpu,1776088800000,100193.18813400007
