date_bin,daily_cpu_allocs,daily_gpu_allocs
2025-11-13T05:00:00Z,14579,391
2025-11-14T05:00:00Z,15346,390
2025-11-15T05:00:00Z,14340,368
2025-11-16T05:00:00Z,13923,309
2025-11-17T05:00:00Z,14309,357
2025-11-18T05:00:00Z,14507,394
2025-11-19T05:00:00Z,15323,460
2025-11-20T05:00:00Z,15112,433
2025-11-21T05:00:00Z,13225,285
2025-11-22T05:00:00Z,11597,246
2025-11-23T05:00:00Z,11268,229
2025-11-24T05:00:00Z,13737,337
2025-11-25T05:00:00Z,13840,301
2025-11-26T05:00:00Z,13293,316
2025-11-27T05:00:00Z,10475,326
2025-11-28T05:00:00Z,10846,283
2025-11-29T05:00:00Z,10557,202
2025-11-30T05:00:00Z,11594,290
2025-12-01T05:00:00Z,12907,298
2025-12-02T05:00:00Z,11788,311
2025-12-03T05:00:00Z,12629,333
2025-12-04T05:00:00Z,12985,335
2025-12-05T05:00:00Z,13216,349
2025-12-06T05:00:00Z,12187,352
2025-12-07T05:00:00Z,12226,343
2025-12-08T05:00:00Z,11875,340
2025-12-09T05:00:00Z,13421,337
2025-12-10T05:00:00Z,13520,363
2025-12-11T05:00:00Z,12612,351
2025-12-12T05:00:00Z,12234,348
2025-12-13T05:00:00Z,11734,322
2025-12-14T05:00:00Z,10120,250
2025-12-15T05:00:00Z,12095,208
2025-12-16T05:00:00Z,11351,282
2025-12-17T05:00:00Z,11328,240
2025-12-18T05:00:00Z,10641,179
2025-12-19T05:00:00Z,11267,191
2025-12-20T05:00:00Z,11143,171
2025-12-21T05:00:00Z,8287,147
2025-12-22T05:00:00Z,11540,159
2025-12-23T05:00:00Z,11002,189
2025-12-24T05:00:00Z,10450,211
2025-12-25T05:00:00Z,9709,222
2025-12-26T05:00:00Z,9449,211
2025-12-27T05:00:00Z,7852,321
2025-12-28T05:00:00Z,8085,295
2025-12-29T05:00:00Z,8609,261
2025-12-30T05:00:00Z,9475,247
2025-12-31T05:00:00Z,8734,306
2026-01-01T05:00:00Z,8633,215
2026-01-02T05:00:00Z,8750,270
2026-01-03T05:00:00Z,8803,273
2026-01-04T05:00:00Z,8007,296
2026-01-05T05:00:00Z,9379,338
2026-01-06T05:00:00Z,9810,354
2026-01-07T05:00:00Z,9601,328
2026-01-08T05:00:00Z,9424,310
2026-01-09T05:00:00Z,9186,313
2026-01-10T05:00:00Z,8084,236
2026-01-11T05:00:00Z,6462,217
2026-01-12T05:00:00Z,2747,146
2026-01-13T05:00:00Z,-376,0
2026-01-14T05:00:00Z,-160,0
2026-01-15T05:00:00Z,-32,0
2026-01-16T05:00:00Z,-48,0
2026-01-17T05:00:00Z,-64,0
2026-01-18T05:00:00Z,-80,0
2026-01-19T05:00:00Z,-64,0
2026-01-20T05:00:00Z,-48,0
2026-01-21T05:00:00Z,-160,0
2026-01-22T05:00:00Z,-192,0
2026-01-23T05:00:00Z,384,0
2026-01-24T05:00:00Z,448,0
2026-01-25T05:00:00Z,128,0
2026-01-26T05:00:00Z,32,0
2026-01-27T05:00:00Z,352,0
2026-01-28T05:00:00Z,400,0
2026-01-29T05:00:00Z,352,0
2026-01-30T05:00:00Z,416,0
2026-01-31T05:00:00Z,224,0
2026-02-01T05:00:00Z,224,0
2026-02-02T05:00:00Z,400,0
2026-02-03T05:00:00Z,480,0
2026-02-04T05:00:00Z,496,0
2026-02-05T05:00:00Z,337,0
2026-02-06T05:00:00Z,480,0
2026-02-07T05:00:00Z,480,0
2026-02-08T05:00:00Z,480,0
2026-02-09T05:00:00Z,468,0
2026-02-10T05:00:00Z,260,0
2026-02-11T05:00:00Z,500,0
2026-02-12T05:00:00Z,380,0
2026-02-13T05:00:00Z,416,0
2026-02-14T05:00:00Z,416,0
2026-02-15T05:00:00Z,336,0
2026-02-16T05:00:00Z,288,0
2026-02-17T05:00:00Z,544,0
2026-02-18T05:00:00Z,592,0
2026-02-19T05:00:00Z,496,0
2026-02-20T05:00:00Z,448,0
2026-02-21T05:00:00Z,-48,0
2026-02-22T05:00:00Z,-192,0
2026-02-23T05:00:00Z,112,0
2026-02-24T05:00:00Z,80,0
2026-02-26T05:00:00Z,-16,0
2026-02-27T05:00:00Z,80,0
2026-03-01T05:00:00Z,-16,0
2026-03-02T05:00:00Z,32,0
2026-03-03T05:00:00Z,112,0
2026-03-04T05:00:00Z,432,0
2026-03-05T05:00:00Z,416,0
2026-03-06T05:00:00Z,320,0
2026-03-08T05:00:00Z,-48,0
2026-03-09T04:00:00Z,0,0
