,time_start,time_end,id,energy,carbon/operational,carbon/embodied,carbon,sci
85,1771555908,1771566950,15394168,0.0001718887341163,12.05518685819415,137.3405597803133,149.39574663850675,0.8119334056440585
86,1771555301,1771560328,15394167,0.0001724552380525,5.454224412817878,61.95253511829319,67.40675953111106,0.8121296329049525
87,1771554851,1771567818,15394166,0.0001724064826441,14.192709058961633,161.22587452471572,175.41858358367642,0.8121230721466501
88,1771554701,1771557808,15394164,0.0001724403346193,3.350988812008113,38.067220373891,41.4182091858991,0.8121217487431196
89,1771554701,1771565544,15394165,0.0001723935748828,11.825921571696403,134.354895437263,146.1808170089587,0.8121156500497706
90,1771554421,1771557300,15394163,0.0001724557932081,3.088320379014304,35.08155603084072,38.16987640985502,0.8121250299969154
91,1771550089,1771809298,15394162,0.0001722276028553,283.49437109450014,3224.517490494326,3508.011861588791,0.8120397827751831
92,1771549399,1771554841,15394160,0.0001724706179722,5.916136037789161,67.17744771863119,73.09358375642036,0.8121509306268929
93,1771548539,1771562674,15394158,0.0001718988869207,15.393470697559032,175.40778015420466,190.80125085176263,0.8119202163904793
94,1771547744,1771555294,15394157,0.00017246052165,8.219291887577185,93.30201072032132,101.52130260789826,0.8121704208631861
95,1771546263,1771555902,15394156,0.0001719666143088,10.48443635762481,119.42657372201148,129.91101007963576,0.8119438129977234
96,1771544633,1771547738,15394155,0.0001724930915597,3.3528082068523037,38.067220373891,41.4200285807433,0.8121574231518294
97,1771541703,1771549391,15394154,0.0001724142753196,8.411211476835422,95.54125897760906,103.95247045444424,0.8121286754253457
98,1771541493,1771554420,15394153,0.0001724033665528,14.12561290485386,160.47945843895317,174.6050713438061,0.8121166109014236
99,1771540421,1771559494,15394150,0.0001722998337003,20.815911484837955,236.61389918673584,257.4298106715723,0.8120814216768841
100,1771539070,1771560059,15394149,0.0001723609231605,22.925758257959327,260.4992139311383,283.4249721890959,0.8121059375045728
101,1771538426,1771541492,15394148,0.0001724777460033,3.353296228918252,38.067220373891,41.42051660280924,0.812166992211946
102,1771534550,1771540414,15394147,0.000172400803988,6.374338977289843,72.40236031896922,78.77669929625898,0.8121309205799895
103,1771533120,1771874353,15394172,0.0001189085135786,610.0249817825674,66091.09388942335,66701.11887119984,5.864350173307529
104,1771532640,1771566692,15394145,0.0001718639334561,37.28033560359261,504.9310765209096,542.211412124505,0.9562811501314022
105,1771532250,1771565877,15394144,0.000171849087463,36.81498131224762,498.6973595268244,535.512340839075,0.956272037212634
106,1771532130,1771544629,15394133,0.000172561779178,13.67686764785778,155.25454583861512,168.93141348647202,0.8121702571465002
107,1771529580,1771702402,15394171,0.0001702221475726,186.75504621274212,8375.442585550858,8562.19763176407,2.972985288806969
108,1771525849,1771559057,15394143,0.0001719183244375,36.3660390881866,492.4636425327392,528.8296816209282,0.95629237182808
109,1771524958,1771541695,15394132,0.0001724919954375,18.278183197094865,207.5036718419954,225.78185503908892,0.8121649461837731
110,1771524768,1771539064,15394131,0.0001725763999413,15.652984307268271,177.6470284114924,193.3000127187596,0.8121849273897462
111,1771519873,1771529577,15394161,0.000171928213558,10.55003576449266,120.17298980777406,130.72302557226627,0.811944258212834
112,1771519245,1771525845,15394159,0.0001719802716267,7.210083832347964,82.1057694338827,89.3158532662305,0.8119623024202773
113,1771517884,1771534542,15394130,0.0001724255987334,18.20254433962314,206.75725575623284,224.95980009585475,0.8121292422233023
114,1771517384,1771550084,15394142,0.0001720096033645,35.857368117607166,485.3393945394989,521.1967626571086,0.956324335150658
115,1771515240,1771548532,15394141,0.0001719228595017,36.43186332697925,493.3541735318942,529.7860368588762,0.9562924853048308
116,1771514150,1771532125,15394129,0.0001725260542418,19.661301785004525,223.1784096430095,242.8397114280124,0.8121729479197738
117,1771513439,1771538423,15394116,0.0001724841491118,27.343620451763247,310.50909167723086,337.85271212899164,0.8121459426177684
118,1771513339,1771546262,15394140,0.0001719316325376,36.04593068353529,488.010987536964,524.0569182205022,0.9563082449279238
119,1771509333,1771524759,15394115,0.0001725323007693,16.896929636784908,191.82893404098132,208.72586367776495,0.8121628936878015
120,1771502739,1771517874,15394114,0.000172426801393,16.56204355887842,188.09685361216845,204.65889717104577,0.8121384808374832
